Lake,Spc,NPUE200,BPUE200,x_Waterbody_LID,x_Waterbody_Name,x_Lake_ID_OLD,xLakeID_Ignasi721
1,91,10.212,5.859,16-6284-60018,Pine L.,1,1
1,93,9.664,0.59,16-6284-60018,Pine L.,1,1
1,131,11.707,11.33,16-6284-60018,Pine L.,1,1
1,162,0.418,0.045,16-6284-60018,Pine L.,1,1
1,163,18.519,12.838,16-6284-60018,Pine L.,1,1
1,185,0.304,0.007,16-6284-60018,Pine L.,1,1
1,196,2.738,0.02,16-6284-60018,Pine L.,1,1
1,201,5.945,0.049,16-6284-60018,Pine L.,1,1
1,283,0.304,0.001,16-6284-60018,Pine L.,1,1
1,291,15.993,0.097,16-6284-60018,Pine L.,1,1
1,331,32.608,0.386,16-6284-60018,Pine L.,1,1
1,334,37.466,20.046,16-6284-60018,Pine L.,1,1
1,342,3.965,0.012,16-6284-60018,Pine L.,1,1
1,382,0.304,0.002,16-6284-60018,Pine L.,1,1
2,91,22.248,12.712,16-6292-60223,Spruce L.1,3,3
2,93,7.468,0.736,16-6292-60223,Spruce L.1,3,3
2,131,20.473,26.336,16-6292-60223,Spruce L.1,3,3
2,162,1.975,0.93,16-6292-60223,Spruce L.1,3,3
2,163,21.651,26.843,16-6292-60223,Spruce L.1,3,3
2,201,22.279,0.119,16-6292-60223,Spruce L.1,3,3
2,291,15.076,0.055,16-6292-60223,Spruce L.1,3,3
2,331,11.478,0.181,16-6292-60223,Spruce L.1,3,3
2,334,59.022,54.254,16-6292-60223,Spruce L.1,3,3
2,342,1.158,0.003,16-6292-60223,Spruce L.1,3,3
3,81,0.169,0.212,15-6978-59597,Big Trout L.,4,4
3,91,14.591,6.727,15-6978-59597,Big Trout L.,4,4
3,93,12.794,0.425,15-6978-59597,Big Trout L.,4,4
3,131,3.484,5.047,15-6978-59597,Big Trout L.,4,4
3,162,15.582,6.721,15-6978-59597,Big Trout L.,4,4
3,163,19.545,12.517,15-6978-59597,Big Trout L.,4,4
3,171,0.081,0.049,15-6978-59597,Big Trout L.,4,4
3,185,5.449,0.094,15-6978-59597,Big Trout L.,4,4
3,201,22.227,0.108,15-6978-59597,Big Trout L.,4,4
3,271,2.86,3.351,15-6978-59597,Big Trout L.,4,4
3,283,0.752,0.002,15-6978-59597,Big Trout L.,4,4
3,291,15.557,0.049,15-6978-59597,Big Trout L.,4,4
3,331,43.122,0.323,15-6978-59597,Big Trout L.,4,4
3,334,23.75,13.101,15-6978-59597,Big Trout L.,4,4
3,341,0.255,0.001,15-6978-59597,Big Trout L.,4,4
3,342,3.283,0.014,15-6978-59597,Big Trout L.,4,4
3,380,0.319,0.001,15-6978-59597,Big Trout L.,4,4
3,382,0.127,0.001,15-6978-59597,Big Trout L.,4,4
3,383,0.16,0,15-6978-59597,Big Trout L.,4,4
4,91,12.036,10.535,15-3974-57298,Cairns L.,5,5
4,93,6.322,0.467,15-3974-57298,Cairns L.,5,5
4,131,3.011,9.498,15-3974-57298,Cairns L.,5,5
4,162,0.95,0.249,15-3974-57298,Cairns L.,5,5
4,163,8.486,3.581,15-3974-57298,Cairns L.,5,5
4,201,9.147,0.082,15-3974-57298,Cairns L.,5,5
4,206,0.392,0.002,15-3974-57298,Cairns L.,5,5
4,208,1.962,0.008,15-3974-57298,Cairns L.,5,5
4,281,0.362,0.001,15-3974-57298,Cairns L.,5,5
4,283,0.758,0.003,15-3974-57298,Cairns L.,5,5
4,291,11.604,0.091,15-3974-57298,Cairns L.,5,5
4,331,71.004,0.501,15-3974-57298,Cairns L.,5,5
4,334,83.939,60.75,15-3974-57298,Cairns L.,5,5
4,341,0.121,0,15-3974-57298,Cairns L.,5,5
4,342,1.102,0.006,15-3974-57298,Cairns L.,5,5
5,81,4.177,11.019,15-5492-60415,Echoing L.,6,6
5,91,65.532,70.679,15-5492-60415,Echoing L.,6,6
5,93,17.436,0.432,15-5492-60415,Echoing L.,6,6
5,131,3.565,6.842,15-5492-60415,Echoing L.,6,6
5,162,1.884,0.575,15-5492-60415,Echoing L.,6,6
5,163,23.714,5.868,15-5492-60415,Echoing L.,6,6
5,185,25.99,0.512,15-5492-60415,Echoing L.,6,6
5,201,36.094,0.179,15-5492-60415,Echoing L.,6,6
5,211,6.754,0.038,15-5492-60415,Echoing L.,6,6
5,214,27.096,0.22,15-5492-60415,Echoing L.,6,6
5,271,1.628,1.771,15-5492-60415,Echoing L.,6,6
5,281,3.262,0.008,15-5492-60415,Echoing L.,6,6
5,283,3.349,0.01,15-5492-60415,Echoing L.,6,6
5,291,21.078,0.109,15-5492-60415,Echoing L.,6,6
5,331,118.622,2.226,15-5492-60415,Echoing L.,6,6
5,381,0.518,0.002,15-5492-60415,Echoing L.,6,6
5,383,0.595,0.003,15-5492-60415,Echoing L.,6,6
5,384,0.25,0.001,15-5492-60415,Echoing L.,6,6
6,131,15.176,15.764,16-4324-56660,"I-291, L.",7,7
6,163,3.75,1.575,16-4324-56660,"I-291, L.",7,7
6,200,15.422,0.061,16-4324-56660,"I-291, L.",7,7
6,201,79.913,0.352,16-4324-56660,"I-291, L.",7,7
6,281,0.935,0.003,16-4324-56660,"I-291, L.",7,7
6,283,0.467,0.002,16-4324-56660,"I-291, L.",7,7
6,331,47.365,0.696,16-4324-56660,"I-291, L.",7,7
6,334,80.006,56.153,16-4324-56660,"I-291, L.",7,7
7,91,2.53,2.069,15-5089-59670,Lingman L.,8,8
7,131,20.406,12.929,15-5089-59670,Lingman L.,8,8
7,162,0.159,0.071,15-5089-59670,Lingman L.,8,8
7,163,38.675,29.682,15-5089-59670,Lingman L.,8,8
7,171,4.444,3.554,15-5089-59670,Lingman L.,8,8
7,196,5.673,0.045,15-5089-59670,Lingman L.,8,8
7,201,157.434,0.914,15-5089-59670,Lingman L.,8,8
7,291,1.891,0.016,15-5089-59670,Lingman L.,8,8
7,331,91.605,1.454,15-5089-59670,Lingman L.,8,8
7,334,39.393,28.54,15-5089-59670,Lingman L.,8,8
7,342,0.946,0.003,15-5089-59670,Lingman L.,8,8
8,31,0.202,0.478,15-5751-58597,Nikip L.,9,9
8,91,12.546,7.743,15-5751-58597,Nikip L.,9,9
8,93,57.136,4.606,15-5751-58597,Nikip L.,9,9
8,131,6.761,8.405,15-5751-58597,Nikip L.,9,9
8,163,14.91,10.558,15-5751-58597,Nikip L.,9,9
8,171,3.644,0.624,15-5751-58597,Nikip L.,9,9
8,196,191,1.283,15-5751-58597,Nikip L.,9,9
8,201,280.667,1.875,15-5751-58597,Nikip L.,9,9
8,291,8.333,0.069,15-5751-58597,Nikip L.,9,9
8,331,349.938,1.151,15-5751-58597,Nikip L.,9,9
8,332,19.661,5.772,15-5751-58597,Nikip L.,9,9
8,334,48.86,24.259,15-5751-58597,Nikip L.,9,9
9,91,4.769,2.559,16-4137-58866,NL,10,10
9,93,6.167,0.547,16-4137-58866,NL,10,10
9,131,8.658,8.335,16-4137-58866,NL,10,10
9,163,21.287,21.658,16-4137-58866,NL,10,10
9,196,32.355,0.198,16-4137-58866,NL,10,10
9,201,117.78,0.752,16-4137-58866,NL,10,10
9,283,2.713,0.011,16-4137-58866,NL,10,10
9,291,1.609,0.013,16-4137-58866,NL,10,10
9,331,100.343,1.637,16-4137-58866,NL,10,10
9,334,78.618,39.622,16-4137-58866,NL,10,10
10,91,4.194,1.259,15-5061-58179,North Spirit L.,11,11
10,93,24.481,3.389,15-5061-58179,North Spirit L.,11,11
10,131,15.567,18.125,15-5061-58179,North Spirit L.,11,11
10,162,3.569,4.407,15-5061-58179,North Spirit L.,11,11
10,163,6.04,6.998,15-5061-58179,North Spirit L.,11,11
10,196,15.569,0.121,15-5061-58179,North Spirit L.,11,11
10,201,15.221,0.118,15-5061-58179,North Spirit L.,11,11
10,271,5.997,4.637,15-5061-58179,North Spirit L.,11,11
10,283,0.189,0.001,15-5061-58179,North Spirit L.,11,11
10,291,3.58,0.02,15-5061-58179,North Spirit L.,11,11
10,331,8.599,0.511,15-5061-58179,North Spirit L.,11,11
10,332,28.93,3.563,15-5061-58179,North Spirit L.,11,11
10,334,3.058,1.871,15-5061-58179,North Spirit L.,11,11
10,383,0.452,0.004,15-5061-58179,North Spirit L.,11,11
11,91,4.284,1.184,15-5000-58758,Sandy L.,12,12
11,93,24.8,0.917,15-5000-58758,Sandy L.,12,12
11,131,5.12,7.672,15-5000-58758,Sandy L.,12,12
11,151,75.809,25.42,15-5000-58758,Sandy L.,12,12
11,162,0.996,1.229,15-5000-58758,Sandy L.,12,12
11,163,6.38,4.252,15-5000-58758,Sandy L.,12,12
11,171,0.412,0.302,15-5000-58758,Sandy L.,12,12
11,185,6.784,0.251,15-5000-58758,Sandy L.,12,12
11,196,64.169,0.458,15-5000-58758,Sandy L.,12,12
11,201,42.739,0.209,15-5000-58758,Sandy L.,12,12
11,271,0.436,0.21,15-5000-58758,Sandy L.,12,12
11,291,15.462,0.093,15-5000-58758,Sandy L.,12,12
11,331,6.297,0.331,15-5000-58758,Sandy L.,12,12
11,332,32.371,3.65,15-5000-58758,Sandy L.,12,12
11,334,74.964,18.829,15-5000-58758,Sandy L.,12,12
11,380,0.031,0,15-5000-58758,Sandy L.,12,12
12,91,1.19,0.978,16-3492-57692,Totogan L.,13,13
12,93,13.513,0.669,16-3492-57692,Totogan L.,13,13
12,131,7.644,5.726,16-3492-57692,Totogan L.,13,13
12,163,11.666,11.705,16-3492-57692,Totogan L.,13,13
12,171,0.903,0.902,16-3492-57692,Totogan L.,13,13
12,201,34.063,0.233,16-3492-57692,Totogan L.,13,13
12,291,8.237,0.052,16-3492-57692,Totogan L.,13,13
12,331,60.556,2.267,16-3492-57692,Totogan L.,13,13
12,332,6.022,1.576,16-3492-57692,Totogan L.,13,13
12,334,40.898,24.256,16-3492-57692,Totogan L.,13,13
13,131,11.095,6.399,15-5365-57696,Tutu L.,14,14
13,163,16.633,16.867,15-5365-57696,Tutu L.,14,14
13,201,47.771,0.405,15-5365-57696,Tutu L.,14,14
13,291,1.327,0.013,15-5365-57696,Tutu L.,14,14
13,331,64.586,3.027,15-5365-57696,Tutu L.,14,14
13,334,33.884,15.73,15-5365-57696,Tutu L.,14,14
14,91,22.407,14.033,15-5988-58262,Windigo L.,16,16
14,93,49.512,4.42,15-5988-58262,Windigo L.,16,16
14,131,4.13,5.204,15-5988-58262,Windigo L.,16,16
14,162,1.198,1.442,15-5988-58262,Windigo L.,16,16
14,163,17.641,17.909,15-5988-58262,Windigo L.,16,16
14,171,0.957,0.845,15-5988-58262,Windigo L.,16,16
14,185,0.356,0.011,15-5988-58262,Windigo L.,16,16
14,196,8.19,0.056,15-5988-58262,Windigo L.,16,16
14,201,36.543,0.266,15-5988-58262,Windigo L.,16,16
14,291,15.389,0.096,15-5988-58262,Windigo L.,16,16
14,331,245.306,2.186,15-5988-58262,Windigo L.,16,16
14,332,24.113,7.293,15-5988-58262,Windigo L.,16,16
14,334,90.559,53.748,15-5988-58262,Windigo L.,16,16
14,342,0.356,0.005,15-5988-58262,Windigo L.,16,16
15,91,3.137,1.964,16-4753-58628,Winisk L.,17,17
15,93,11.437,1.815,16-4753-58628,Winisk L.,17,17
15,131,21.092,23.781,16-4753-58628,Winisk L.,17,17
15,162,0.036,0.048,16-4753-58628,Winisk L.,17,17
15,163,42.923,39.527,16-4753-58628,Winisk L.,17,17
15,171,0.989,1.088,16-4753-58628,Winisk L.,17,17
15,196,14.915,0.096,16-4753-58628,Winisk L.,17,17
15,200,4.322,0.015,16-4753-58628,Winisk L.,17,17
15,201,55.623,0.444,16-4753-58628,Winisk L.,17,17
15,208,0.665,0.003,16-4753-58628,Winisk L.,17,17
15,210,0.19,0.002,16-4753-58628,Winisk L.,17,17
15,271,0.036,0.013,16-4753-58628,Winisk L.,17,17
15,283,0.38,0,16-4753-58628,Winisk L.,17,17
15,291,2.138,0.017,16-4753-58628,Winisk L.,17,17
15,331,163.264,2.363,16-4753-58628,Winisk L.,17,17
15,332,1.615,0.679,16-4753-58628,Winisk L.,17,17
15,334,48.036,19.73,16-4753-58628,Winisk L.,17,17
15,341,0.57,0.002,16-4753-58628,Winisk L.,17,17
15,342,1.472,0.01,16-4753-58628,Winisk L.,17,17
15,381,0.095,0,16-4753-58628,Winisk L.,17,17
15,383,0.048,0,16-4753-58628,Winisk L.,17,17
16,131,22.769,18.483,16-5630-58465,McFaulds L.,18,18
16,163,6.048,10.013,16-5630-58465,McFaulds L.,18,18
16,291,1,0.011,16-5630-58465,McFaulds L.,18,18
16,331,134.704,2.814,16-5630-58465,McFaulds L.,18,18
17,91,14.997,11.5,16-5494-59810,Wild Berry L.,19,19
17,93,55.464,1.568,16-5494-59810,Wild Berry L.,19,19
17,131,12.065,11.198,16-5494-59810,Wild Berry L.,19,19
17,163,10.264,13.688,16-5494-59810,Wild Berry L.,19,19
17,185,3.333,0.033,16-5494-59810,Wild Berry L.,19,19
17,196,113.333,0.573,16-5494-59810,Wild Berry L.,19,19
17,331,9.883,0.07,16-5494-59810,Wild Berry L.,19,19
17,334,1.217,3.092,16-5494-59810,Wild Berry L.,19,19
18,91,0.49,0.788,15-5782-55201,Amik L.,20,20
18,93,37.732,2.008,15-5782-55201,Amik L.,20,20
18,131,10.446,9.732,15-5782-55201,Amik L.,20,20
18,163,9.135,9.243,15-5782-55201,Amik L.,20,20
18,171,1.621,1.544,15-5782-55201,Amik L.,20,20
18,196,1.282,0.008,15-5782-55201,Amik L.,20,20
18,201,22.983,0.07,15-5782-55201,Amik L.,20,20
18,206,7.051,0.025,15-5782-55201,Amik L.,20,20
18,271,0.162,0.041,15-5782-55201,Amik L.,20,20
18,291,1.127,0.053,15-5782-55201,Amik L.,20,20
18,311,0.624,0.015,15-5782-55201,Amik L.,20,20
18,331,23.986,0.667,15-5782-55201,Amik L.,20,20
18,334,37.932,16.758,15-5782-55201,Amik L.,20,20
19,91,4.191,3.993,15-6471-56202,Arc L.,21,21
19,93,9.431,0.497,15-6471-56202,Arc L.,21,21
19,131,4.801,5.083,15-6471-56202,Arc L.,21,21
19,163,3.507,4.453,15-6471-56202,Arc L.,21,21
19,171,0.111,0.091,15-6471-56202,Arc L.,21,21
19,196,0.356,0.004,15-6471-56202,Arc L.,21,21
19,200,0.356,0.001,15-6471-56202,Arc L.,21,21
19,201,1.425,0.007,15-6471-56202,Arc L.,21,21
19,271,0.826,1.071,15-6471-56202,Arc L.,21,21
19,291,0.442,0.003,15-6471-56202,Arc L.,21,21
19,311,0.579,0.053,15-6471-56202,Arc L.,21,21
19,331,4.733,0.082,15-6471-56202,Arc L.,21,21
19,332,2.473,0.212,15-6471-56202,Arc L.,21,21
19,334,33.144,20.65,15-6471-56202,Arc L.,21,21
20,91,1.26,1.527,15-5837-55088,Arethusa L.,22,22
20,93,34.638,2.859,15-5837-55088,Arethusa L.,22,22
20,131,7.273,7.029,15-5837-55088,Arethusa L.,22,22
20,163,7.691,9.605,15-5837-55088,Arethusa L.,22,22
20,171,0.333,0.391,15-5837-55088,Arethusa L.,22,22
20,196,4.4,0.043,15-5837-55088,Arethusa L.,22,22
20,200,0.272,0.001,15-5837-55088,Arethusa L.,22,22
20,201,14.087,0.06,15-5837-55088,Arethusa L.,22,22
20,291,5.665,0.036,15-5837-55088,Arethusa L.,22,22
20,311,2.619,0.194,15-5837-55088,Arethusa L.,22,22
20,331,45.755,0.847,15-5837-55088,Arethusa L.,22,22
20,334,41.702,28.039,15-5837-55088,Arethusa L.,22,22
20,342,0.299,0.001,15-5837-55088,Arethusa L.,22,22
21,93,20.492,4.339,15-6011-55383,Bawden L.,23,23
21,131,7.923,8.034,15-6011-55383,Bawden L.,23,23
21,163,5.834,5.259,15-6011-55383,Bawden L.,23,23
21,201,5.136,0.02,15-6011-55383,Bawden L.,23,23
21,291,0.426,0.001,15-6011-55383,Bawden L.,23,23
21,311,1.816,0.109,15-6011-55383,Bawden L.,23,23
21,331,24.923,0.923,15-6011-55383,Bawden L.,23,23
21,334,51.413,28.89,15-6011-55383,Bawden L.,23,23
22,81,6.626,15.407,15-6500-55194,Bell L.,24,24
22,91,6.847,7.774,15-6500-55194,Bell L.,24,24
22,93,15.596,0.328,15-6500-55194,Bell L.,24,24
22,131,6.264,12.086,15-6500-55194,Bell L.,24,24
22,163,7.483,2.865,15-6500-55194,Bell L.,24,24
22,171,0.195,0.018,15-6500-55194,Bell L.,24,24
22,198,0.794,0.013,15-6500-55194,Bell L.,24,24
22,201,32.673,0.235,15-6500-55194,Bell L.,24,24
22,271,0.434,0.24,15-6500-55194,Bell L.,24,24
22,291,12.881,0.113,15-6500-55194,Bell L.,24,24
22,311,0.655,0.043,15-6500-55194,Bell L.,24,24
22,331,36.682,0.227,15-6500-55194,Bell L.,24,24
22,334,6.241,2.237,15-6500-55194,Bell L.,24,24
22,342,0.1,0.001,15-6500-55194,Bell L.,24,24
23,31,0.104,0.246,15-4525-57350,Berens L.,25,25
23,91,0.607,0.57,15-4525-57350,Berens L.,25,25
23,93,21.826,1.962,15-4525-57350,Berens L.,25,25
23,131,8.134,7.4,15-4525-57350,Berens L.,25,25
23,163,9.176,9.55,15-4525-57350,Berens L.,25,25
23,171,3.556,2.691,15-4525-57350,Berens L.,25,25
23,196,20.277,0.09,15-4525-57350,Berens L.,25,25
23,201,5.928,0.02,15-4525-57350,Berens L.,25,25
23,291,0.659,0.002,15-4525-57350,Berens L.,25,25
23,331,25.983,1.374,15-4525-57350,Berens L.,25,25
23,332,52.06,5.02,15-4525-57350,Berens L.,25,25
23,334,25.628,16.615,15-4525-57350,Berens L.,25,25
24,91,1.937,2.097,15-6617-56410,Bertaud L.,26,26
24,93,8.374,0.134,15-6617-56410,Bertaud L.,26,26
24,131,1.82,1.199,15-6617-56410,Bertaud L.,26,26
24,163,1.576,2.081,15-6617-56410,Bertaud L.,26,26
24,201,6.361,0.021,15-6617-56410,Bertaud L.,26,26
24,271,0.527,0.303,15-6617-56410,Bertaud L.,26,26
24,311,0.137,0.02,15-6617-56410,Bertaud L.,26,26
24,331,0.848,0.003,15-6617-56410,Bertaud L.,26,26
24,334,12.712,8.912,15-6617-56410,Bertaud L.,26,26
24,382,0.334,0.003,15-6617-56410,Bertaud L.,26,26
25,93,5.063,0.687,15-4131-55595,Big Fox L.,27,27
25,121,0.345,0.004,15-4131-55595,Big Fox L.,27,27
25,131,3.759,7.452,15-4131-55595,Big Fox L.,27,27
25,152,8.456,2.407,15-4131-55595,Big Fox L.,27,27
25,163,2.562,2.789,15-4131-55595,Big Fox L.,27,27
25,177,0.168,0.198,15-4131-55595,Big Fox L.,27,27
25,196,10.933,0.064,15-4131-55595,Big Fox L.,27,27
25,201,16.946,0.073,15-4131-55595,Big Fox L.,27,27
25,271,0.842,0.304,15-4131-55595,Big Fox L.,27,27
25,291,1.465,0.013,15-4131-55595,Big Fox L.,27,27
25,311,0.341,0.036,15-4131-55595,Big Fox L.,27,27
25,316,0.168,0.081,15-4131-55595,Big Fox L.,27,27
25,331,14.069,0.665,15-4131-55595,Big Fox L.,27,27
25,332,49.283,7.19,15-4131-55595,Big Fox L.,27,27
25,334,16.012,6.015,15-4131-55595,Big Fox L.,27,27
26,81,1.846,6.235,15-5463-55189,Big Sandy L.,28,28
26,91,6.032,9.67,15-5463-55189,Big Sandy L.,28,28
26,121,141.219,1.134,15-5463-55189,Big Sandy L.,28,28
26,131,6.129,9.621,15-5463-55189,Big Sandy L.,28,28
26,163,11.745,5.037,15-5463-55189,Big Sandy L.,28,28
26,182,0.065,0.001,15-5463-55189,Big Sandy L.,28,28
26,185,0.649,0.005,15-5463-55189,Big Sandy L.,28,28
26,201,19.885,0.131,15-5463-55189,Big Sandy L.,28,28
26,271,0.223,0.202,15-5463-55189,Big Sandy L.,28,28
26,283,2.267,0.007,15-5463-55189,Big Sandy L.,28,28
26,291,5.367,0.047,15-5463-55189,Big Sandy L.,28,28
26,311,0.769,0.046,15-5463-55189,Big Sandy L.,28,28
26,316,1.861,1.833,15-5463-55189,Big Sandy L.,28,28
26,331,10.841,0.698,15-5463-55189,Big Sandy L.,28,28
26,334,1.18,1.725,15-5463-55189,Big Sandy L.,28,28
26,380,0.315,0.003,15-5463-55189,Big Sandy L.,28,28
26,999,0.315,0.002,15-5463-55189,Big Sandy L.,28,28
27,81,0.269,1.117,15-5452-56951,Birch L.1,29,29
27,91,4.574,5.73,15-5452-56951,Birch L.1,29,29
27,93,12.83,3.523,15-5452-56951,Birch L.1,29,29
27,131,7.7,11.965,15-5452-56951,Birch L.1,29,29
27,163,5.977,7.499,15-5452-56951,Birch L.1,29,29
27,171,0.244,0.269,15-5452-56951,Birch L.1,29,29
27,177,0.293,0.188,15-5452-56951,Birch L.1,29,29
27,185,0.559,0.006,15-5452-56951,Birch L.1,29,29
27,196,1.635,0.014,15-5452-56951,Birch L.1,29,29
27,200,2.655,0.005,15-5452-56951,Birch L.1,29,29
27,201,2.5,0.012,15-5452-56951,Birch L.1,29,29
27,271,2.131,2.463,15-5452-56951,Birch L.1,29,29
27,291,8.828,0.054,15-5452-56951,Birch L.1,29,29
27,311,0.598,0.06,15-5452-56951,Birch L.1,29,29
27,331,12.902,0.188,15-5452-56951,Birch L.1,29,29
27,334,62.733,42.845,15-5452-56951,Birch L.1,29,29
27,338,0.279,0.001,15-5452-56951,Birch L.1,29,29
27,342,0.279,0.002,15-5452-56951,Birch L.1,29,29
27,381,0.455,0.001,15-5452-56951,Birch L.1,29,29
28,93,2.515,0.858,15-5413-55979,Birmingham L.,30,30
28,131,7.495,9.803,15-5413-55979,Birmingham L.,30,30
28,163,13.744,9.054,15-5413-55979,Birmingham L.,30,30
28,196,0.539,0.003,15-5413-55979,Birmingham L.,30,30
28,198,21.229,0.255,15-5413-55979,Birmingham L.,30,30
28,201,94.889,0.52,15-5413-55979,Birmingham L.,30,30
28,291,1.079,0.015,15-5413-55979,Birmingham L.,30,30
28,311,1.078,0.097,15-5413-55979,Birmingham L.,30,30
28,331,62.103,0.91,15-5413-55979,Birmingham L.,30,30
28,334,68.065,36.062,15-5413-55979,Birmingham L.,30,30
29,91,4.359,5.076,15-4919-56922,Blair L.,31,31
29,93,15.019,1.245,15-4919-56922,Blair L.,31,31
29,131,9.44,11.626,15-4919-56922,Blair L.,31,31
29,163,3.799,4.539,15-4919-56922,Blair L.,31,31
29,201,31.837,0.183,15-4919-56922,Blair L.,31,31
29,291,0.375,0.002,15-4919-56922,Blair L.,31,31
29,331,42.068,0.967,15-4919-56922,Blair L.,31,31
29,334,34.318,17.411,15-4919-56922,Blair L.,31,31
30,91,2.204,1.825,15-5035-56302,Bluffy L.,32,32
30,93,12.458,1.887,15-5035-56302,Bluffy L.,32,32
30,131,17.912,16.959,15-5035-56302,Bluffy L.,32,32
30,163,10.363,12.717,15-5035-56302,Bluffy L.,32,32
30,171,1.192,1.015,15-5035-56302,Bluffy L.,32,32
30,196,38.071,0.242,15-5035-56302,Bluffy L.,32,32
30,201,43.407,0.157,15-5035-56302,Bluffy L.,32,32
30,271,0.539,0.545,15-5035-56302,Bluffy L.,32,32
30,291,7.587,0.043,15-5035-56302,Bluffy L.,32,32
30,331,19.071,0.676,15-5035-56302,Bluffy L.,32,32
30,334,63.78,16.173,15-5035-56302,Bluffy L.,32,32
31,91,41.446,4.158,15-6143-55885,Bury L.,33,33
31,93,66.598,3.023,15-6143-55885,Bury L.,33,33
31,131,4.439,5.741,15-6143-55885,Bury L.,33,33
31,163,1.403,2.114,15-6143-55885,Bury L.,33,33
31,168,0.195,0.404,15-6143-55885,Bury L.,33,33
31,201,1.89,0.008,15-6143-55885,Bury L.,33,33
31,291,0.171,0.001,15-6143-55885,Bury L.,33,33
31,331,11.323,0.103,15-6143-55885,Bury L.,33,33
31,332,2.534,0.184,15-6143-55885,Bury L.,33,33
31,334,34.685,23.92,15-6143-55885,Bury L.,33,33
32,91,9.939,2.705,15-4470-55367,Canyon L.,34,34
32,93,11.271,0.64,15-4470-55367,Canyon L.,34,34
32,121,1.663,0.013,15-4470-55367,Canyon L.,34,34
32,132,0.377,0.815,15-4470-55367,Canyon L.,34,34
32,163,3.297,1.623,15-4470-55367,Canyon L.,34,34
32,196,0.749,0.008,15-4470-55367,Canyon L.,34,34
32,201,3.701,0.028,15-4470-55367,Canyon L.,34,34
32,291,6.195,0.038,15-4470-55367,Canyon L.,34,34
32,311,1.3,0.073,15-4470-55367,Canyon L.,34,34
32,316,1.002,0.676,15-4470-55367,Canyon L.,34,34
32,331,4.887,0.034,15-4470-55367,Canyon L.,34,34
32,334,38.933,16.306,15-4470-55367,Canyon L.,34,34
33,81,2.742,3.241,15-6217-56090,Carling L.,35,35
33,91,0.576,0.771,15-6217-56090,Carling L.,35,35
33,93,6.015,0.616,15-6217-56090,Carling L.,35,35
33,131,2.023,2.84,15-6217-56090,Carling L.,35,35
33,163,0.336,0.269,15-6217-56090,Carling L.,35,35
33,201,3.905,0.016,15-6217-56090,Carling L.,35,35
33,271,0.579,0.188,15-6217-56090,Carling L.,35,35
33,291,2.493,0.009,15-6217-56090,Carling L.,35,35
33,311,0.067,0.004,15-6217-56090,Carling L.,35,35
33,331,12.176,0.104,15-6217-56090,Carling L.,35,35
33,334,19.237,7.977,15-6217-56090,Carling L.,35,35
33,381,0.265,0.002,15-6217-56090,Carling L.,35,35
34,81,12.174,27.471,15-6164-54885,Cecil L.,36,36
34,91,12.714,4.872,15-6164-54885,Cecil L.,36,36
34,93,33.91,1.211,15-6164-54885,Cecil L.,36,36
34,131,5.3,12.372,15-6164-54885,Cecil L.,36,36
34,163,5.361,4.618,15-6164-54885,Cecil L.,36,36
34,196,0.218,0,15-6164-54885,Cecil L.,36,36
34,198,0.138,0.003,15-6164-54885,Cecil L.,36,36
34,200,1.893,0.005,15-6164-54885,Cecil L.,36,36
34,201,67.185,0.576,15-6164-54885,Cecil L.,36,36
34,271,0.241,0.572,15-6164-54885,Cecil L.,36,36
34,283,4.579,0.019,15-6164-54885,Cecil L.,36,36
34,291,2.306,0.011,15-6164-54885,Cecil L.,36,36
34,311,0.15,0.009,15-6164-54885,Cecil L.,36,36
34,331,57.077,0.901,15-6164-54885,Cecil L.,36,36
35,91,8.472,7.562,15-4653-55440,Clay L.,37,37
35,93,20.257,5.071,15-4653-55440,Clay L.,37,37
35,131,11.297,18.996,15-4653-55440,Clay L.,37,37
35,152,0.159,0.002,15-4653-55440,Clay L.,37,37
35,163,3.876,4.16,15-4653-55440,Clay L.,37,37
35,196,71.584,0.577,15-4653-55440,Clay L.,37,37
35,201,90.432,0.631,15-4653-55440,Clay L.,37,37
35,271,1.499,1.346,15-4653-55440,Clay L.,37,37
35,291,4.444,0.017,15-4653-55440,Clay L.,37,37
35,311,0.827,0.173,15-4653-55440,Clay L.,37,37
35,316,0.655,0.869,15-4653-55440,Clay L.,37,37
35,331,12.159,1.188,15-4653-55440,Clay L.,37,37
35,332,4.023,0.842,15-4653-55440,Clay L.,37,37
35,334,42.87,18.621,15-4653-55440,Clay L.,37,37
36,81,3.692,5.398,15-4785-55574,Cliff L.1,38,38
36,91,13.183,6.934,15-4785-55574,Cliff L.1,38,38
36,93,36.524,0.855,15-4785-55574,Cliff L.1,38,38
36,131,0.389,0.856,15-4785-55574,Cliff L.1,38,38
36,132,0.218,0.685,15-4785-55574,Cliff L.1,38,38
36,163,9.161,2.373,15-4785-55574,Cliff L.1,38,38
36,180,7.407,0.025,15-4785-55574,Cliff L.1,38,38
36,196,2.457,0.005,15-4785-55574,Cliff L.1,38,38
36,200,0.665,0.002,15-4785-55574,Cliff L.1,38,38
36,281,12.078,0.031,15-4785-55574,Cliff L.1,38,38
36,283,32.774,0.126,15-4785-55574,Cliff L.1,38,38
36,291,5.216,0.037,15-4785-55574,Cliff L.1,38,38
36,316,0.633,0.193,15-4785-55574,Cliff L.1,38,38
